pixel_id module_id pixel_number_in_module cumulative_anode_current average_anode_current
937 177 0 1.675168e+01 1.026826e-05
938 177 1 1.876337e+01 1.169545e-05
1048 177 2 1.857986e+01 1.183917e-05
1047 177 3 1.660506e+01 1.031531e-05
1046 177 4 1.789422e+01 1.083026e-05
1163 177 5 1.731324e+01 1.114216e-05
1162 177 6 9.992900e+00 6.415399e-06
738 178 0 1.023669e+01 6.236580e-06
739 178 1 9.301623e+00 5.637849e-06
837 178 2 1.637294e+01 1.050801e-05
836 178 3 1.877893e+01 1.221658e-05
835 178 4 1.875532e+01 1.245451e-05
940 178 5 1.880640e+01 1.240666e-05
939 178 6 9.509238e+00 6.112874e-06
563 179 0 1.040288e+01 6.068590e-06
564 179 1 1.989022e+01 1.195372e-05
650 179 2 1.007028e+01 5.975239e-06
649 179 3 1.064984e+01 6.125089e-06
648 179 4 1.987920e+01 1.197136e-05
741 179 5 1.999808e+01 1.231898e-05
740 179 6 1.828546e+01 1.133446e-05
412 180 0 1.983478e+01 1.215506e-05
413 180 1 1.033193e+01 6.240139e-06
487 180 2 9.927566e+00 6.374369e-06
486 180 3 1.038272e+01 6.215332e-06
485 180 4 9.753027e+00 5.965389e-06
566 180 5 1.993638e+01 1.261820e-05
565 180 6 1.935578e+01 1.178391e-05
285 181 0 1.705917e+01 1.018423e-05
286 181 1 2.038169e+01 1.258962e-05
348 181 2 1.724811e+01 1.046740e-05
347 181 3 1.825833e+01 1.101496e-05
346 181 4 2.036875e+01 1.225675e-05
415 181 5 1.743526e+01 1.067488e-05
414 181 6 1.713140e+01 1.056494e-05
182 182 0 1.650218e+01 1.035765e-05
183 182 1 1.775329e+01 1.129031e-05
233 182 2 1.799749e+01 1.117817e-05
232 182 3 1.867226e+01 1.208764e-05
231 182 4 1.769554e+01 1.122339e-05
288 182 5 1.869643e+01 1.148333e-05
287 182 6 1.865056e+01 1.194602e-05
103 183 0 1.896540e+01 1.149829e-05
142 183 1 2.019946e+01 1.228778e-05
186 183 2 1.916216e+01 1.157367e-05
141 183 3 1.000459e+01 5.987836e-06
140 183 4 1.053706e+01 6.566189e-06
185 183 5 9.435649e+00 5.602632e-06
184 183 6 2.101862e+01 1.309586e-05
144 184 0 1.842326e+01 1.114543e-05
189 184 1 1.765093e+01 1.242892e-05
239 184 2 1.861178e+01 1.275348e-05
188 184 3 1.822374e+01 1.235450e-05
143 184 4 4.788461e+00 2.861368e-06
238 184 5 1.719538e+01 1.102286e-05
187 184 6 1.950779e+01 1.228248e-05
191 185 0 9.280940e+00 5.553854e-06
242 185 1 1.020154e+01 5.965965e-06
298 185 2 1.049323e+01 6.094753e-06
241 185 3 9.638154e+00 5.764769e-06
190 185 4 1.029957e+01 6.950224e-06
297 185 5 9.831115e+00 5.874278e-06
240 185 6 9.704007e+00 6.214133e-06
244 186 0 1.787466e+01 1.050288e-05
301 186 1 1.039358e+01 5.850994e-06
363 186 2 1.155418e+01 6.628765e-06
300 186 3 9.641723e+00 5.559908e-06
243 186 4 9.854861e+00 5.704266e-06
362 186 5 1.099516e+01 6.528768e-06
299 186 6 1.011760e+01 5.904232e-06
435 187 0 1.742189e+01 1.025019e-05
510 187 1 1.014659e+01 5.927881e-06
509 187 2 1.824570e+01 1.070142e-05
434 187 3 1.807201e+01 1.061254e-05
365 187 4 1.962618e+01 1.144177e-05
433 187 5 9.531016e+00 5.564143e-06
364 187 6 1.716900e+01 1.020503e-05
680 188 0 1.041872e+01 6.151557e-06
773 188 1 1.093640e+01 6.392316e-06
772 188 2 1.721210e+01 9.994629e-06
679 188 3 9.726203e+00 5.674369e-06
592 188 4 1.905851e+01 1.127828e-05
678 188 5 1.668228e+01 9.766450e-06
591 188 6 9.929448e+00 5.714920e-06
979 189 0 1.962392e+01 1.262580e-05
1090 189 1 1.844118e+01 1.158191e-05
1089 189 2 9.870252e+00 6.091221e-06
978 189 3 1.877036e+01 1.240048e-05
873 189 4 1.917878e+01 1.123350e-05
977 189 5 1.132877e+01 7.106616e-06
872 189 6 1.867969e+01 1.105911e-05
1332 190 0 1.917765e+01 1.349974e-05
1461 190 1 1.872906e+01 1.294431e-05
1460 190 2 1.106112e+01 8.215921e-06
1331 190 3 1.860109e+01 1.288090e-05
1208 190 4 1.808603e+01 1.155429e-05
1330 190 5 1.790965e+01 1.272061e-05
1207 190 6 9.981972e+00 6.232820e-06
1685 191 0 1.924906e+01 1.466383e-05
1766 191 1 1.915524e+01 1.363227e-05
1765 191 2 1.879334e+01 1.315777e-05
1684 191 3 1.862445e+01 1.290943e-05
1582 191 4 1.782651e+01 1.429449e-05
1683 191 5 1.884800e+01 1.278142e-05
1581 191 6 1.853505e+01 1.403752e-05
1284 192 0 1.002846e+01 6.632709e-06
1285 192 1 1.933847e+01 1.277512e-05
1413 192 2 1.747083e+01 1.093040e-05
1412 192 3 1.008861e+01 6.298557e-06
1411 192 4 1.062488e+01 6.598209e-06
1539 192 5 1.019222e+01 6.174730e-06
1538 192 6 9.774428e+00 5.958699e-06
1049 193 0 1.933913e+01 1.207555e-05
1050 193 1 1.765771e+01 1.103751e-05
1166 193 2 9.550341e+00 5.703023e-06
1165 193 3 1.833335e+01 1.113538e-05
1164 193 4 9.744371e+00 6.076917e-06
1287 193 5 1.008632e+01 6.040531e-06
1286 193 6 1.052953e+01 6.342751e-06
838 194 0 9.885118e+00 6.133660e-06
839 194 1 2.015311e+01 1.237272e-05
943 194 2 1.835030e+01 1.133334e-05
942 194 3 1.888556e+01 1.213814e-05
941 194 4 1.958541e+01 1.261882e-05
1052 194 5 1.850729e+01 1.169306e-05
1051 194 6 1.781530e+01 1.110790e-05
651 195 0 1.756182e+01 1.120186e-05
652 195 1 1.814355e+01 1.204011e-05
744 195 2 1.747889e+01 1.525142e-05
743 195 3 1.724943e+01 1.135106e-05
742 195 4 1.680340e+01 1.016906e-05
841 195 5 1.784380e+01 1.140019e-05
840 195 6 1.877312e+01 1.148362e-05
488 196 0 1.742218e+01 1.390309e-05
489 196 1 1.629647e+01 1.256324e-05
569 196 2 1.681923e+01 1.251262e-05
568 196 3 1.322682e+01 6.389553e-06
567 196 4 1.776492e+01 1.118171e-05
654 196 5 1.700536e+01 1.260486e-05
653 196 6 1.686172e+01 1.057298e-05
349 197 0 9.938215e+00 5.907728e-06
350 197 1 9.416845e+00 5.574121e-06
418 197 2 1.889809e+01 1.093310e-05
417 197 3 9.976555e+00 5.892071e-06
416 197 4 9.589433e+00 5.596605e-06
491 197 5 9.319596e+00 5.558207e-06
490 197 6 1.015233e+01 6.191365e-06
234 198 0 1.749246e+01 1.064227e-05
235 198 1 9.154522e+00 5.346725e-06
291 198 2 1.745040e+01 1.056266e-05
290 198 3 1.782981e+01 1.055404e-05
289 198 4 1.730129e+01 1.059958e-05
352 198 5 1.724131e+01 1.043187e-05
351 198 6 1.828080e+01 1.078252e-05
237 199 0 9.723283e+00 5.692630e-06
294 199 1 1.700913e+01 1.018238e-05
356 199 2 1.750648e+01 1.110523e-05
293 199 3 1.612208e+01 9.629937e-06
236 199 4 1.776988e+01 1.056182e-05
355 199 5 1.826634e+01 1.095906e-05
292 199 6 9.081176e+00 5.431809e-06
296 200 0 1.891491e+01 1.131801e-05
359 200 1 1.862832e+01 1.125467e-05
427 200 2 1.921065e+01 1.144909e-05
358 200 3 1.702346e+01 9.905782e-06
295 200 4 1.867147e+01 1.126652e-05
426 200 5 1.707377e+01 1.015569e-05
357 200 6 1.681778e+01 1.008814e-05
361 201 0 1.856226e+01 1.121037e-05
430 201 1 1.809401e+01 1.086456e-05
504 201 2 1.731861e+01 1.040700e-05
429 201 3 1.661702e+01 9.992188e-06
360 201 4 1.919854e+01 1.157643e-05
503 201 5 1.628773e+01 9.673274e-06
428 201 6 8.957865e+00 5.359275e-06
432 202 0 1.745005e+01 1.049941e-05
507 202 1 1.602764e+01 9.664143e-06
587 202 2 1.024962e+01 6.375721e-06
506 202 3 1.751194e+01 1.045725e-05
431 202 4 9.486928e+00 5.632813e-06
586 202 5 1.816501e+01 1.117697e-05
505 202 6 1.061165e+01 6.245969e-06
590 203 0 1.916464e+01 1.135954e-05
677 203 1 1.873169e+01 1.100498e-05
676 203 2 1.103226e+01 6.482328e-06
589 203 3 1.768701e+01 1.058491e-05
508 203 4 1.024763e+01 6.031641e-06
675 203 5 1.909311e+01 1.125225e-05
588 203 6 1.926324e+01 1.179873e-05
871 204 0 1.747167e+01 1.040731e-05
976 204 1 1.840081e+01 1.099475e-05
975 204 2 1.705089e+01 1.005523e-05
870 204 3 1.699955e+01 1.010597e-05
771 204 4 1.821502e+01 1.082804e-05
869 204 5 1.783090e+01 1.060681e-05
770 204 6 1.972647e+01 1.177468e-05
1206 205 0 1.059593e+01 9.088884e-06
1329 205 1 1.055525e+01 7.916450e-06
1328 205 2 1.687501e+01 1.440181e-05
1205 205 3 5.242745e+00 4.737541e-06
1088 205 4 1.759859e+01 1.073752e-05
1204 205 5 1.848943e+01 1.651550e-05
1087 205 6 9.811902e+00 6.891840e-06
1580 206 0 1.937322e+01 1.371466e-05
1682 206 1 1.034687e+01 7.830704e-06
1681 206 2 1.841401e+01 1.344457e-05
1579 206 3 1.739015e+01 1.153068e-05
1459 206 4 1.905236e+01 1.262379e-05
1578 206 5 1.631848e+01 1.184029e-05
1458 206 6 1.831533e+01 1.299205e-05
1414 207 0 9.928368e+00 6.331835e-06
1415 207 1 1.893837e+01 1.145053e-05
1542 207 2 1.728343e+01 1.127467e-05
1541 207 3 1.578817e+01 1.053571e-05
1540 207 4 1.002866e+01 6.432552e-06
1650 207 5 9.888899e+00 6.110212e-06
1649 207 6 1.710035e+01 1.085089e-05
1167 208 0 1.793555e+01 1.099231e-05
1168 208 1 1.872357e+01 1.164106e-05
1290 208 2 1.118719e+01 6.992982e-06
1289 208 3 1.760953e+01 1.071092e-05
1288 208 4 1.011549e+01 5.967006e-06
1417 208 5 9.146776e+00 5.536664e-06
1416 208 6 1.755063e+01 1.051852e-05
944 209 0 9.714571e+00 6.083399e-06
945 209 1 1.076655e+01 6.625069e-06
1055 209 2 1.881309e+01 1.175604e-05
1054 209 3 9.682965e+00 5.995567e-06
1053 209 4 9.552098e+00 5.941552e-06
1170 209 5 1.022059e+01 6.275865e-06
1169 209 6 9.976239e+00 6.110902e-06
745 210 0 1.837923e+01 1.377997e-05
746 210 1 1.803556e+01 1.180335e-05
844 210 2 1.843618e+01 1.138777e-05
843 210 3 9.634639e+00 6.005126e-06
842 210 4 1.940660e+01 1.271323e-05
947 210 5 1.914346e+01 1.198485e-05
946 210 6 1.766863e+01 1.115473e-05
570 211 0 1.884547e+01 1.182860e-05
571 211 1 1.640070e+01 9.728320e-06
657 211 2 1.957303e+01 1.210387e-05
656 211 3 1.891021e+01 1.257540e-05
655 211 4 1.554928e+01 1.007951e-05
748 211 5 1.055347e+01 6.567773e-06
747 211 6 1.826293e+01 1.143669e-05
419 212 0 1.877147e+01 1.125918e-05
420 212 1 1.850871e+01 1.136761e-05
494 212 2 9.731839e+00 5.901962e-06
493 212 3 1.759751e+01 1.047515e-05
492 212 4 1.853023e+01 1.086167e-05
573 212 5 1.929309e+01 1.150028e-05
572 212 6 1.635901e+01 9.676756e-06
354 213 0 1.613884e+01 9.729210e-06
423 213 1 1.046669e+01 6.423160e-06
497 213 2 1.833842e+01 1.300296e-05
422 213 3 1.651598e+01 1.073894e-05
353 213 4 1.780906e+01 1.093215e-05
496 213 5 1.015948e+01 6.645734e-06
421 213 6 1.000477e+01 6.401366e-06
425 214 0 1.040995e+01 6.149608e-06
500 214 1 1.044748e+01 6.128273e-06
580 214 2 1.816044e+01 1.068930e-05
499 214 3 9.523287e+00 5.938552e-06
424 214 4 1.016870e+01 6.015707e-06
579 214 5 9.407450e+00 5.788649e-06
498 214 6 9.643865e+00 6.672567e-06
502 215 0 1.749572e+01 1.037636e-05
583 215 1 1.877820e+01 1.107766e-05
669 215 2 1.858403e+01 1.087228e-05
582 215 3 1.001939e+01 5.868774e-06
501 215 4 1.692074e+01 1.016047e-05
668 215 5 1.838644e+01 1.056555e-05
581 215 6 1.646467e+01 9.598594e-06
585 216 0 1.787898e+01 1.085325e-05
672 216 1 1.788169e+01 1.138109e-05
764 216 2 1.083379e+01 6.421252e-06
671 216 3 1.080050e+01 6.785445e-06
584 216 4 9.428362e+00 5.506924e-06
763 216 5 1.887566e+01 1.180899e-05
670 216 6 9.182753e+00 5.450680e-06
674 217 0 1.807262e+01 1.115295e-05
767 217 1 1.789780e+01 1.052345e-05
865 217 2 1.852284e+01 1.079717e-05
766 217 3 1.718855e+01 1.024407e-05
673 217 4 1.833719e+01 1.129416e-05
864 217 5 1.785481e+01 1.037299e-05
765 217 6 1.845320e+01 1.106237e-05
769 218 0 1.737557e+01 1.027249e-05
868 218 1 9.943596e+00 5.836727e-06
972 218 2 1.010222e+01 5.815392e-06
867 218 3 1.696811e+01 1.001911e-05
768 218 4 1.005185e+01 5.869068e-06
971 218 5 1.690690e+01 9.814977e-06
866 218 6 1.986490e+01 1.175027e-05
1086 219 0 1.848745e+01 1.159355e-05
1203 219 1 1.650251e+01 1.073546e-05
1202 219 2 1.693419e+01 1.049190e-05
1085 219 3 1.793184e+01 1.063133e-05
974 219 4 1.838284e+01 1.085562e-05
1084 219 5 1.829425e+01 1.126937e-05
973 219 6 1.853234e+01 1.074015e-05
1457 220 0 1.872315e+01 1.416403e-05
1577 220 1 1.767779e+01 1.426065e-05
1576 220 2 1.842695e+01 1.511411e-05
1456 220 3 1.533984e+01 1.083546e-05
1327 220 4 1.885115e+01 1.508258e-05
1455 220 5 1.734553e+01 1.135042e-05
1326 220 6 1.704726e+01 1.065359e-05
1543 221 0 1.720691e+01 1.068098e-05
1544 221 1 9.533712e+00 5.968325e-06
1653 221 2 1.825490e+01 1.236666e-05
1652 221 3 1.088262e+01 7.370220e-06
1651 221 4 1.921463e+01 1.219312e-05
1742 221 5 9.546078e+00 6.177232e-06
1741 221 6 1.001501e+01 6.241321e-06
1291 222 0 9.633470e+00 5.957842e-06
1292 222 1 9.064397e+00 5.568395e-06
1420 222 2 1.706246e+01 1.045261e-05
1419 222 3 1.660467e+01 1.009109e-05
1418 222 4 9.606179e+00 5.849384e-06
1546 222 5 1.658910e+01 1.006322e-05
1545 222 6 1.066891e+01 6.536550e-06
1056 223 0 1.810345e+01 1.119400e-05
1057 223 1 1.898424e+01 1.182843e-05
1173 223 2 1.808732e+01 1.111491e-05
1172 223 3 1.879585e+01 1.153050e-05
1171 223 4 1.866759e+01 1.143541e-05
1294 223 5 1.938781e+01 1.202968e-05
1293 223 6 1.800585e+01 1.122615e-05
845 224 0 1.416620e+01 1.073870e-05
846 224 1 8.707319e+00 6.458186e-06
950 224 2 1.445183e+01 1.063855e-05
949 224 3 1.541936e+01 1.164249e-05
948 224 4 1.521851e+01 1.182422e-05
1059 224 5 1.497128e+01 1.123644e-05
1058 224 6 1.571235e+01 1.192102e-05
658 225 0 1.955510e+01 1.182706e-05
659 225 1 5.262850e+00 3.093366e-06
751 225 2 5.105696e+00 3.026316e-06
750 225 3 9.650283e+00 5.838247e-06
749 225 4 1.049597e+01 6.538090e-06
848 225 5 4.997145e+00 3.019358e-06
847 225 6 1.114700e+01 6.707507e-06
495 226 0 9.828757e+00 6.037005e-06
576 226 1 1.018754e+01 6.299551e-06
662 226 2 1.903780e+01 1.144614e-05
575 226 3 1.798435e+01 1.080612e-05
574 226 4 1.769872e+01 1.062935e-05
661 226 5 1.812913e+01 1.105032e-05
660 226 6 1.769121e+01 1.083866e-05
578 227 0 1.868011e+01 1.206613e-05
665 227 1 1.043379e+01 6.314090e-06
757 227 2 1.053873e+01 6.340112e-06
664 227 3 1.835318e+01 1.128971e-05
577 227 4 1.028657e+01 6.569524e-06
756 227 5 1.025659e+01 6.022929e-06
663 227 6 9.799664e+00 5.945450e-06
667 228 0 9.197298e+00 5.314689e-06
760 228 1 9.447710e+00 5.317950e-06
858 228 2 9.345630e+00 5.410493e-06
759 228 3 1.616671e+01 9.343578e-06
666 228 4 8.554453e+00 5.021992e-06
857 228 5 9.786602e+00 5.620522e-06
758 228 6 1.753857e+01 1.048572e-05
762 229 0 1.079987e+01 6.352220e-06
861 229 1 9.971041e+00 7.811230e-06
965 229 2 1.056863e+01 7.443866e-06
860 229 3 9.281874e+00 7.032107e-06
761 229 4 1.007810e+01 5.778343e-06
964 229 5 9.655689e+00 6.254755e-06
859 229 6 1.058539e+01 6.287983e-06
863 230 0 1.061439e+01 6.242403e-06
968 230 1 1.025460e+01 6.118456e-06
1078 230 2 9.410886e+00 5.545671e-06
967 230 3 1.058547e+01 6.455454e-06
862 230 4 1.859637e+01 1.180235e-05
1077 230 5 1.099369e+01 6.952561e-06
966 230 6 1.012069e+01 6.715509e-06
970 231 0 1.055705e+01 6.113179e-06
1081 231 1 1.083337e+01 6.200291e-06
1197 231 2 1.004209e+01 5.924971e-06
1080 231 3 1.874178e+01 1.113640e-05
969 231 4 1.039791e+01 6.192975e-06
1196 231 5 1.101499e+01 6.437936e-06
1079 231 6 9.388874e+00 5.436336e-06
1083 232 0 1.115861e+01 6.558816e-06
1200 232 1 2.000343e+01 1.276893e-05
1322 232 2 1.659036e+01 1.130273e-05
1199 232 3 1.013151e+01 6.503790e-06
1082 232 4 1.635944e+01 9.749032e-06
1321 232 5 1.667375e+01 1.106809e-05
1198 232 6 9.845472e+00 5.906465e-06
1325 233 0 1.863111e+01 1.190465e-05
1454 233 1 9.971578e+00 6.003057e-06
1453 233 2 1.668590e+01 9.847385e-06
1324 233 3 1.612813e+01 9.895557e-06
1201 233 4 1.884400e+01 1.135444e-05
1452 233 5 1.700604e+01 1.062870e-05
1323 233 6 1.744920e+01 1.198375e-05
1654 234 0 1.876472e+01 1.209672e-05
1655 234 1 1.886923e+01 1.149715e-05
1745 234 2 9.032025e+00 5.489526e-06
1744 234 3 1.007471e+01 6.063500e-06
1743 234 4 9.899867e+00 6.329020e-06
1809 234 5 9.884848e+00 5.950335e-06
1808 234 6 9.304480e+00 5.591559e-06
1421 235 0 1.960282e+01 1.198493e-05
1422 235 1 1.638627e+01 1.043953e-05
1549 235 2 1.939392e+01 1.260677e-05
1548 235 3 1.809913e+01 1.123923e-05
1547 235 4 1.779655e+01 1.076636e-05
1657 235 5 1.478101e+01 9.028668e-06
1656 235 6 1.770790e+01 1.089017e-05
1174 236 0 1.004595e+01 6.121827e-06
1175 236 1 9.992265e+00 6.163289e-06
1297 236 2 9.309191e+00 6.073980e-06
1296 236 3 1.658324e+01 1.092108e-05
1295 236 4 1.867156e+01 1.242221e-05
1424 236 5 1.725905e+01 1.153760e-05
1423 236 6 1.079935e+01 8.225383e-06
951 237 0 9.857707e+00 5.921807e-06
952 237 1 1.029068e+01 6.402940e-06
1062 237 2 1.734653e+01 1.029778e-05
1061 237 3 1.703268e+01 1.028135e-05
1060 237 4 1.806290e+01 1.125936e-05
1177 237 5 1.607241e+01 9.548095e-06
1176 237 6 1.000670e+01 5.908692e-06
752 238 0 8.846782e+00 5.352143e-06
753 238 1 9.608385e+00 5.698942e-06
851 238 2 9.570886e+00 5.551831e-06
850 238 3 1.881396e+01 1.136792e-05
849 238 4 1.705194e+01 1.043791e-05
954 238 5 9.684576e+00 5.623736e-06
953 238 6 1.007225e+01 6.080138e-06
755 239 0 1.811294e+01 1.062865e-05
854 239 1 1.789200e+01 1.032749e-05
958 239 2 1.805658e+01 1.045679e-05
853 239 3 1.878506e+01 1.092989e-05
754 239 4 1.715486e+01 1.029166e-05
957 239 5 1.668818e+01 9.850723e-06
852 239 6 1.829683e+01 1.073247e-05
856 240 0 1.981418e+01 1.183458e-05
961 240 1 9.725852e+00 5.630121e-06
1071 240 2 9.518954e+00 5.646250e-06
960 240 3 1.953878e+01 1.135922e-05
855 240 4 1.011261e+01 5.816088e-06
1070 240 5 1.007143e+01 5.755558e-06
959 240 6 9.911543e+00 5.742329e-06
963 241 0 1.684668e+01 9.784002e-06
1074 241 1 1.778021e+01 1.103045e-05
1190 241 2 1.834149e+01 1.112550e-05
1073 241 3 1.907879e+01 1.167220e-05
962 241 4 1.082365e+01 6.344917e-06
1189 241 5 9.743419e+00 5.746327e-06
1072 241 6 9.790968e+00 6.306579e-06
1076 242 0 1.053616e+01 6.978825e-06
1193 242 1 9.296917e+00 5.707627e-06
1315 242 2 1.834214e+01 1.087981e-05
1192 242 3 1.837731e+01 1.150974e-05
1075 242 4 1.668712e+01 1.059081e-05
1314 242 5 1.770093e+01 1.044704e-05
1191 242 6 1.917684e+01 1.170534e-05
1195 243 0 9.437959e+00 5.510929e-06
1318 243 1 1.022400e+01 6.189386e-06
1446 243 2 1.822902e+01 1.105289e-05
1317 243 3 1.801481e+01 1.078507e-05
1194 243 4 1.599010e+01 9.600174e-06
1445 243 5 1.045680e+01 6.112867e-06
1316 243 6 1.172920e+01 6.883215e-06
1320 244 0 1.884114e+01 1.149691e-05
1449 244 1 1.787613e+01 1.205413e-05
1572 244 2 1.732883e+01 1.163754e-05
1448 244 3 1.571719e+01 9.771081e-06
1319 244 4 1.704228e+01 1.052678e-05
1571 244 5 1.000074e+01 6.457363e-06
1447 244 6 1.055594e+01 6.738944e-06
1451 245 0 1.785534e+01 1.176681e-05
1575 245 1 1.676128e+01 1.023859e-05
1680 245 2 1.649513e+01 1.003367e-05
1574 245 3 1.034081e+01 6.293745e-06
1450 245 4 1.808566e+01 1.166236e-05
1679 245 5 1.744574e+01 1.050868e-05
1573 245 6 9.788680e+00 6.391576e-06
1746 246 0 1.052962e+01 6.480128e-06
1747 246 1 1.674203e+01 1.021410e-05
1812 246 2 1.656562e+01 1.006785e-05
1811 246 3 8.932270e+00 5.478199e-06
1810 246 4 1.619731e+01 9.911739e-06
1846 246 5 1.340088e+01 8.158032e-06
1845 246 6 1.387600e+01 8.341720e-06
1550 247 0 9.830779e+00 6.428380e-06
1551 247 1 1.693144e+01 1.067717e-05
1660 247 2 1.888442e+01 1.126714e-05
1659 247 3 1.697185e+01 1.021625e-05
1658 247 4 1.824388e+01 1.120979e-05
1749 247 5 1.583916e+01 9.365328e-06
1748 247 6 9.677739e+00 5.845815e-06
1298 248 0 1.860683e+01 1.104436e-05
1299 248 1 1.690861e+01 9.972624e-06
1427 248 2 1.635000e+01 9.861772e-06
1426 248 3 1.884127e+01 1.145611e-05
1425 248 4 1.668725e+01 1.042850e-05
1553 248 5 9.664614e+00 5.674596e-06
1552 248 6 1.806743e+01 1.095373e-05
1063 249 0 1.718042e+01 9.948590e-06
1064 249 1 1.698244e+01 9.946558e-06
1180 249 2 1.661198e+01 9.711394e-06
1179 249 3 1.604198e+01 9.364381e-06
1178 249 4 1.654339e+01 9.674275e-06
1301 249 5 1.597485e+01 9.380931e-06
1300 249 6 1.827820e+01 1.073453e-05
956 250 0 1.714091e+01 9.959104e-06
1067 250 1 1.021533e+01 6.358933e-06
1183 250 2 1.698423e+01 1.232636e-05
1066 250 3 1.741717e+01 1.131938e-05
955 250 4 9.606491e+00 5.624215e-06
1182 250 5 1.638556e+01 1.038506e-05
1065 250 6 1.686916e+01 1.007685e-05
1069 251 0 9.150867e+00 5.205950e-06
1186 251 1 1.651392e+01 9.453730e-06
1308 251 2 9.752240e+00 6.082820e-06
1185 251 3 1.661640e+01 1.006276e-05
1068 251 4 1.782545e+01 1.046815e-05
1307 251 5 8.484241e+00 5.328688e-06
1184 251 6 9.783868e+00 5.923800e-06
1188 252 0 9.414916e+00 5.659981e-06
1311 252 1 1.721165e+01 1.026732e-05
1439 252 2 1.002671e+01 6.066835e-06
1310 252 3 4.460453e+00 2.825192e-06
1187 252 4 9.524955e+00 5.534116e-06
1438 252 5 9.751626e+00 5.990775e-06
1309 252 6 1.765843e+01 1.058314e-05
1313 253 0 1.800770e+01 1.044942e-05
1442 253 1 1.758655e+01 1.020909e-05
1565 253 2 1.544664e+01 8.872624e-06
1441 253 3 1.703036e+01 9.944422e-06
1312 253 4 1.039044e+01 5.826800e-06
1564 253 5 9.895502e+00 5.473080e-06
1440 253 6 9.821818e+00 5.604430e-06
1444 254 0 9.656172e+00 5.532602e-06
1568 254 1 1.793285e+01 1.032642e-05
1673 254 2 1.036093e+01 6.027633e-06
1567 254 3 9.069394e+00 5.028393e-06
1443 254 4 1.551121e+01 8.875420e-06
1672 254 5 1.763680e+01 1.003397e-05
1566 254 6 1.798174e+01 1.024255e-05
1570 255 0 9.785678e+00 6.704570e-06
1676 255 1 9.892361e+00 6.640685e-06
1761 255 2 1.719698e+01 1.057164e-05
1675 255 3 1.618387e+01 1.032794e-05
1569 255 4 1.815803e+01 1.079016e-05
1760 255 5 1.651992e+01 1.012670e-05
1674 255 6 1.867793e+01 1.107526e-05
1678 256 0 1.791022e+01 1.109791e-05
1764 256 1 1.538092e+01 9.220475e-06
1821 256 2 1.450694e+01 8.915121e-06
1763 256 3 1.754649e+01 1.093384e-05
1677 256 4 1.823829e+01 1.209623e-05
1820 256 5 1.510931e+01 9.574928e-06
1762 256 6 9.090895e+00 5.625715e-06
1661 257 0 1.982741e+01 1.163903e-05
1662 257 1 1.807994e+01 1.054169e-05
1752 257 2 1.598096e+01 9.490966e-06
1751 257 3 9.139588e+00 5.380610e-06
1750 257 4 9.675285e+00 5.683235e-06
1814 257 5 7.189055e+00 4.140976e-06
1813 257 6 4.726791e+00 2.671638e-06
1428 258 0 2.035321e+01 1.211855e-05
1429 258 1 1.718200e+01 9.978762e-06
1556 258 2 1.723919e+01 1.005505e-05
1555 258 3 1.847647e+01 1.075727e-05
1554 258 4 9.426651e+00 5.513323e-06
1664 258 5 1.607617e+01 9.338271e-06
1663 258 6 9.208175e+00 5.330396e-06
1181 259 0 9.985630e+00 5.847964e-06
1304 259 1 9.462110e+00 5.836346e-06
1432 259 2 1.815696e+01 1.110615e-05
1303 259 3 1.682981e+01 1.001465e-05
1302 259 4 9.677059e+00 5.603050e-06
1431 259 5 8.948263e+00 5.246715e-06
1430 259 6 9.706373e+00 5.683282e-06
1306 260 0 1.020853e+01 6.408943e-06
1435 260 1 1.120728e+01 6.855083e-06
1558 260 2 1.769047e+01 1.101852e-05
1434 260 3 1.649403e+01 1.041918e-05
1305 260 4 9.695793e+00 6.104939e-06
1557 260 5 1.751631e+01 1.091465e-05
1433 260 6 1.818660e+01 1.161409e-05
1437 261 0 1.099727e+01 6.520391e-06
1561 261 1 1.785787e+01 1.043835e-05
1666 261 2 1.636938e+01 9.359171e-06
1560 261 3 1.870968e+01 1.086103e-05
1436 261 4 1.739833e+01 1.042105e-05
1665 261 5 1.633784e+01 9.453988e-06
1559 261 6 1.005779e+01 5.912673e-06
1563 262 0 1.787601e+01 1.004136e-05
1669 262 1 1.698012e+01 9.623401e-06
1754 262 2 1.857836e+01 1.086723e-05
1668 262 3 1.830888e+01 1.050383e-05
1562 262 4 1.747921e+01 1.018641e-05
1753 262 5 1.621953e+01 9.269360e-06
1667 262 6 1.662672e+01 9.588328e-06
1671 263 0 1.761563e+01 1.016402e-05
1757 263 1 1.821749e+01 1.044579e-05
1816 263 2 1.734090e+01 1.001855e-05
1756 263 3 4.847966e+00 2.819242e-06
1670 263 4 9.838541e+00 5.673492e-06
1815 263 5 1.076181e+01 6.302109e-06
1755 263 6 1.822063e+01 1.113648e-05
1759 264 0 9.024649e+00 5.252910e-06
1819 264 1 8.933247e+00 5.408099e-06
1848 264 2 8.574150e+00 5.686145e-06
1818 264 3 1.588105e+01 9.287953e-06
1758 264 4 1.823839e+01 1.058826e-05
1847 264 5 1.469655e+01 8.987280e-06
1817 264 6 1.625263e+01 9.533151e-06
