pixel_id module_id pixel_number_in_module cumulative_anode_current average_anode_current
1105 87 4 1.878853e+01 1.087699e-05
991 87 5 1.669143e+01 9.397817e-06
992 87 6 1.974017e+01 1.134884e-05
1476 88 0 1.713178e+01 1.008172e-05
1475 88 1 1.841079e+01 1.109443e-05
1474 88 2 1.903874e+01 1.110275e-05
1345 88 3 1.175691e+01 6.835257e-06
1346 88 4 1.715094e+01 9.800961e-06
1344 88 5 1.834231e+01 1.049180e-05
1221 88 6 1.849269e+01 1.054673e-05
1731 89 0 2.148648e+01 1.244261e-05
1638 89 1 1.668276e+01 1.017662e-05
1639 89 2 1.856411e+01 1.126450e-05
1732 89 3 1.140315e+01 6.704423e-06
1801 89 4 1.894792e+01 1.114226e-05
1733 89 5 1.136068e+01 6.737186e-06
1802 89 6 1.760249e+01 1.033224e-05
1396 90 0 1.848292e+01 1.112111e-05
1270 90 1 1.939861e+01 1.207430e-05
1271 90 2 1.694951e+01 1.056993e-05
1397 90 3 1.709565e+01 1.060459e-05
1526 90 4 1.723289e+01 1.034432e-05
1398 90 5 1.657232e+01 1.023247e-05
1527 90 6 9.459955e+00 5.726726e-06
1034 91 0 1.039262e+01 6.368503e-06
926 91 1 1.047100e+01 6.732254e-06
927 91 2 1.057445e+01 6.740685e-06
1035 91 3 1.711535e+01 1.080339e-05
1149 91 4 1.848275e+01 1.187818e-05
1036 91 5 1.069736e+01 6.659938e-06
1150 91 6 1.807949e+01 1.147848e-05
726 92 0 9.999693e+00 6.072808e-06
636 92 1 1.053339e+01 6.335703e-06
637 92 2 9.777780e+00 5.951858e-06
727 92 3 9.207383e+00 5.582338e-06
823 92 4 1.059435e+01 7.031206e-06
728 92 5 1.099380e+01 6.970589e-06
824 92 6 1.759041e+01 1.117606e-05
472 93 0 1.267824e+01 7.815757e-06
400 93 1 1.726918e+01 1.076095e-05
401 93 2 1.968868e+01 1.218852e-05
473 93 3 1.786198e+01 1.144437e-05
551 93 4 1.895155e+01 1.160474e-05
474 93 5 1.796212e+01 1.135509e-05
552 93 6 1.019195e+01 6.311431e-06
272 94 0 1.838159e+01 1.106012e-05
218 94 1 2.020254e+01 1.254531e-05
219 94 2 1.962779e+01 1.207312e-05
273 94 3 2.095419e+01 1.279047e-05
333 94 4 9.826369e+00 5.803787e-06
274 94 5 1.098235e+01 6.563125e-06
334 94 6 1.855970e+01 1.132365e-05
216 95 0 1.124122e+01 6.785241e-06
168 95 1 1.024969e+01 6.016728e-06
91 95 2 1.016171e+01 5.938897e-06
127 95 3 1.145653e+01 6.749310e-06
169 95 4 1.893731e+01 1.175365e-05
128 95 5 1.117511e+01 6.599347e-06
170 95 6 1.053826e+01 6.173552e-06
166 96 0 1.131245e+01 7.122557e-06
124 96 1 1.777588e+01 1.144443e-05
89 96 2 9.695132e+00 7.329515e-06
125 96 3 1.726014e+01 1.102953e-05
167 96 4 1.064333e+01 6.521576e-06
90 96 5 9.734284e+00 6.833192e-06
126 96 6 1.061888e+01 6.310939e-06
122 97 0 2.038487e+01 1.211149e-05
86 97 1 1.068360e+01 6.206325e-06
57 97 2 1.641122e+01 9.839061e-06
87 97 3 2.029417e+01 1.199831e-05
123 97 4 1.999409e+01 1.253371e-05
58 97 5 1.783082e+01 1.066747e-05
88 97 6 1.020941e+01 6.462733e-06
160 98 0 1.877255e+01 1.101917e-05
159 98 1 1.959985e+01 1.126629e-05
118 98 2 1.069646e+01 6.338961e-06
119 98 3 1.827074e+01 1.068664e-05
120 98 4 9.004231e+00 5.243514e-06
84 98 5 1.778402e+01 1.107268e-05
85 98 6 9.578247e+00 5.768596e-06
257 99 0 9.342421e+00 5.401078e-06
256 99 1 1.765082e+01 1.084136e-05
203 99 2 1.000802e+01 5.875641e-06
204 99 3 1.012209e+01 5.917769e-06
205 99 4 1.033958e+01 5.867213e-06
157 99 5 1.991014e+01 1.204847e-05
158 99 6 9.007529e+00 5.240424e-06
378 100 0 9.630177e+00 5.748761e-06
377 100 1 9.867884e+00 5.917441e-06
312 100 2 9.571883e+00 5.724379e-06
313 100 3 1.891568e+01 1.188632e-05
314 100 4 1.129013e+01 7.168593e-06
254 100 5 1.809438e+01 1.171885e-05
255 100 6 1.686576e+01 1.073439e-05
523 101 0 1.829098e+01 1.213647e-05
522 101 1 1.865603e+01 1.191579e-05
445 101 2 1.799700e+01 1.106657e-05
446 101 3 1.742228e+01 1.111847e-05
447 101 4 1.952661e+01 1.186977e-05
375 101 5 1.934406e+01 1.180294e-05
376 101 6 1.809454e+01 1.091552e-05
692 102 0 1.894883e+01 1.093867e-05
691 102 1 1.987006e+01 1.152873e-05
690 102 2 1.831672e+01 1.120691e-05
603 102 3 1.949771e+01 1.156601e-05
604 102 4 1.856314e+01 1.085859e-05
602 102 5 1.954775e+01 1.147653e-05
521 102 6 1.945459e+01 1.140728e-05
885 103 0 2.059354e+01 1.202229e-05
990 103 1 1.020274e+01 5.721680e-06
989 103 2 1.843945e+01 1.080794e-05
884 103 3 1.909727e+01 1.107212e-05
785 103 4 1.938954e+01 1.111190e-05
883 103 5 1.047670e+01 6.021737e-06
784 103 6 1.842869e+01 1.099045e-05
1220 104 0 1.856172e+01 1.083528e-05
1343 104 1 1.096703e+01 6.118091e-06
1342 104 2 1.795126e+01 1.039061e-05
1219 104 3 1.736396e+01 9.995717e-06
1102 104 4 1.892800e+01 1.086819e-05
1218 104 5 1.730061e+01 1.002419e-05
1101 104 6 1.756124e+01 1.077053e-05
1594 105 0 1.016036e+01 5.977372e-06
1696 105 1 9.068742e+00 5.385344e-06
1695 105 2 1.784960e+01 1.086470e-05
1593 105 3 1.115378e+01 6.655307e-06
1473 105 4 1.738934e+01 1.020135e-05
1592 105 5 1.764860e+01 1.077861e-05
1472 105 6 1.124216e+01 6.494911e-06
1803 106 0 1.649759e+01 9.864779e-06
1734 106 1 9.259099e+00 5.519393e-06
1735 106 2 1.645270e+01 9.919457e-06
1804 106 3 1.496878e+01 8.809894e-06
1843 106 4 1.409108e+01 8.409392e-06
1805 106 5 1.741416e+01 1.060137e-05
1844 106 6 1.241750e+01 7.423197e-06
1528 107 0 1.039533e+01 6.293755e-06
1399 107 1 2.011609e+01 1.260525e-05
1400 107 2 9.675521e+00 5.985850e-06
1529 107 3 9.931794e+00 6.075186e-06
1640 107 4 9.299415e+00 5.606961e-06
1530 107 5 1.028071e+01 6.286573e-06
1641 107 6 9.889490e+00 5.900241e-06
1151 108 0 1.041234e+01 6.516273e-06
1037 108 1 1.002308e+01 6.039557e-06
1038 108 2 1.009654e+01 6.325494e-06
1152 108 3 1.742718e+01 1.078302e-05
1272 108 4 1.042951e+01 6.553070e-06
1153 108 5 1.749196e+01 1.082071e-05
1273 108 6 1.036443e+01 6.598205e-06
825 109 0 9.243994e+00 5.710962e-06
729 109 1 1.056864e+01 6.847850e-06
730 109 2 1.034393e+01 6.433315e-06
826 109 3 1.036981e+01 6.364411e-06
928 109 4 1.121585e+01 6.733272e-06
827 109 5 1.674727e+01 1.023675e-05
929 109 6 1.670980e+01 1.032968e-05
553 110 0 1.920044e+01 1.225191e-05
475 110 1 1.008508e+01 6.291435e-06
476 110 2 1.988934e+01 1.351527e-05
554 110 3 1.721714e+01 1.179280e-05
638 110 4 1.030466e+01 6.777643e-06
555 110 5 1.670325e+01 1.163497e-05
639 110 6 1.912955e+01 1.319680e-05
335 111 0 1.686255e+01 1.030517e-05
275 111 1 1.819454e+01 1.172758e-05
276 111 2 1.759813e+01 1.050800e-05
336 111 3 1.724727e+01 1.048040e-05
402 111 4 1.927622e+01 1.240880e-05
337 111 5 1.736248e+01 1.106583e-05
403 111 6 1.836734e+01 1.186568e-05
171 112 0 1.077342e+01 7.062754e-06
129 112 1 9.718055e+00 6.175691e-06
130 112 2 9.263529e+00 5.697077e-06
172 112 3 1.775851e+01 1.099265e-05
220 112 4 9.946570e+00 7.360942e-06
173 112 5 1.774102e+01 1.108616e-05
221 112 6 1.058196e+01 7.859017e-06
61 113 0 1.849112e+01 1.116427e-05
37 113 1 2.000028e+01 1.333117e-05
38 113 2 1.895705e+01 1.137226e-05
62 113 3 2.051272e+01 1.231864e-05
92 113 4 1.911836e+01 1.165287e-05
63 113 5 1.868055e+01 1.073491e-05
93 113 6 1.848612e+01 1.115579e-05
59 114 0 1.092103e+01 6.666959e-06
35 114 1 1.080510e+01 6.293190e-06
18 114 2 9.339738e+00 5.582167e-06
36 114 3 1.818671e+01 1.056421e-05
60 114 4 1.014015e+01 6.506044e-06
7 114 5 1.000618e+01 5.850877e-06
19 114 6 1.022004e+01 6.365667e-06
56 115 0 1.074773e+01 6.844854e-06
55 115 1 1.774702e+01 1.103352e-05
32 115 2 9.929880e+00 5.802421e-06
33 115 3 1.912214e+01 1.155956e-05
34 115 4 9.605689e+00 5.828936e-06
16 115 5 1.030196e+01 5.852675e-06
17 115 6 9.566337e+00 5.572788e-06
117 116 0 1.095022e+01 6.579495e-06
116 116 1 9.639320e+00 5.788077e-06
81 116 2 1.800968e+01 1.053071e-05
82 116 3 1.817332e+01 1.106175e-05
83 116 4 1.703978e+01 1.088457e-05
53 116 5 1.648218e+01 9.672249e-06
54 116 6 1.768011e+01 1.068118e-05
202 117 0 1.048572e+01 6.179174e-06
201 117 1 1.112109e+01 6.571529e-06
200 117 2 1.046258e+01 6.012268e-06
155 117 3 1.722726e+01 1.008983e-05
156 117 4 9.552886e+00 5.667187e-06
154 117 5 9.622529e+00 5.570686e-06
115 117 6 9.660022e+00 5.679137e-06
311 118 0 1.041649e+01 6.087464e-06
374 118 1 1.092381e+01 6.416745e-06
373 118 2 1.821214e+01 1.064159e-05
310 118 3 1.928646e+01 1.097905e-05
253 118 4 1.042835e+01 6.306743e-06
309 118 5 1.197013e+01 6.784682e-06
252 118 6 1.825222e+01 1.064706e-05
520 119 0 1.739743e+01 1.022618e-05
601 119 1 1.946154e+01 1.135763e-05
600 119 2 1.863135e+01 1.088054e-05
519 119 3 1.749617e+01 1.026329e-05
444 119 4 2.001938e+01 1.211489e-05
518 119 5 1.707907e+01 1.015822e-05
443 119 6 1.727294e+01 1.059902e-05
783 120 0 2.038929e+01 1.236933e-05
882 120 1 1.889842e+01 1.119052e-05
881 120 2 1.132649e+01 6.502411e-06
782 120 3 1.807547e+01 1.087086e-05
689 120 4 1.049981e+01 6.377546e-06
781 120 5 1.956794e+01 1.119059e-05
688 120 6 1.764667e+01 1.017960e-05
1100 121 0 1.888135e+01 1.102529e-05
1217 121 1 1.920551e+01 1.122727e-05
1216 121 2 1.717566e+01 1.027863e-05
1099 121 3 1.126286e+01 6.776338e-06
988 121 4 1.836989e+01 1.080339e-05
1098 121 5 1.916135e+01 1.106538e-05
987 121 6 1.836532e+01 1.082097e-05
1471 122 0 1.901693e+01 1.116289e-05
1591 122 1 1.142307e+01 6.895008e-06
1590 122 2 1.130598e+01 7.351389e-06
1470 122 3 1.924621e+01 1.132695e-05
1341 122 4 1.020877e+01 5.981876e-06
1469 122 5 1.073486e+01 7.181189e-06
1340 122 6 1.808515e+01 1.066122e-05
1776 123 0 9.744969e+00 5.788880e-06
1828 123 1 1.491368e+01 9.132498e-06
1827 123 2 1.496341e+01 9.015693e-06
1775 123 3 1.780768e+01 1.060860e-05
1694 123 4 1.755140e+01 1.045236e-05
1774 123 5 1.804568e+01 1.122780e-05
1693 123 6 1.776124e+01 1.083816e-05
1642 124 0 1.034368e+01 6.286329e-06
1531 124 1 1.821195e+01 1.134163e-05
1532 124 2 9.958982e+00 6.395396e-06
1643 124 3 1.833495e+01 1.139104e-05
1736 124 4 8.949051e+00 5.549732e-06
1644 124 5 1.711655e+01 1.060391e-05
1737 124 6 1.734239e+01 1.064059e-05
1274 125 0 1.875090e+01 1.170485e-05
1154 125 1 2.006513e+01 1.243245e-05
1155 125 2 1.689147e+01 1.057494e-05
1275 125 3 1.890475e+01 1.183557e-05
1401 125 4 1.767639e+01 1.087212e-05
1276 125 5 9.777952e+00 6.213015e-06
1402 125 6 1.815334e+01 1.194168e-05
930 126 0 1.145972e+01 7.140534e-06
828 126 1 1.189975e+01 7.273331e-06
829 126 2 1.900987e+01 1.205880e-05
931 126 3 1.895226e+01 1.176271e-05
1039 126 4 1.741136e+01 1.088818e-05
932 126 5 1.006796e+01 6.257276e-06
1040 126 6 1.750339e+01 1.082510e-05
640 127 0 1.935851e+01 1.353223e-05
556 127 1 2.076207e+01 1.509327e-05
557 127 2 1.621026e+01 1.106879e-05
641 127 3 9.619841e+00 6.664866e-06
731 127 4 1.998107e+01 1.279564e-05
642 127 5 1.851850e+01 1.287609e-05
732 127 6 1.849453e+01 1.154191e-05
404 128 0 1.732122e+01 1.122820e-05
338 128 1 1.987882e+01 1.266049e-05
339 128 2 1.931426e+01 1.201828e-05
405 128 3 1.742235e+01 1.072866e-05
477 128 4 2.037876e+01 1.407771e-05
406 128 5 1.912004e+01 1.148458e-05
478 128 6 1.784738e+01 1.168127e-05
222 129 0 9.915705e+00 5.891381e-06
174 129 1 9.494627e+00 5.638207e-06
175 129 2 1.077285e+01 6.322527e-06
223 129 3 1.048132e+01 6.041643e-06
277 129 4 1.033980e+01 6.044402e-06
224 129 5 1.795845e+01 1.111690e-05
278 129 6 1.099172e+01 6.393578e-06
94 130 0 1.072679e+01 6.284246e-06
64 130 1 1.014626e+01 6.028517e-06
65 130 2 9.976821e+00 5.922105e-06
95 130 3 1.945797e+01 1.147755e-05
131 130 4 1.976250e+01 1.181897e-05
96 130 5 1.834125e+01 1.086886e-05
132 130 6 1.816514e+01 1.101642e-05
20 131 0 9.884603e+00 5.806214e-06
8 131 1 1.734466e+01 1.020325e-05
9 131 2 1.748889e+01 1.064927e-05
21 131 3 1.030566e+01 5.988686e-06
39 131 4 1.897337e+01 1.111099e-05
22 131 5 1.874046e+01 1.089135e-05
40 131 6 1.076684e+01 6.372748e-06
6 132 0 1.823172e+01 1.083328e-05
5 132 1 2.178263e+01 1.259480e-05
4 132 2 1.073447e+01 6.323726e-06
0 132 3 6.841187e+00 3.333029e-06
1 132 4 1.940881e+01 1.162651e-05
3 132 5 1.185504e+01 7.090692e-06
2 132 6 1.785142e+01 1.090431e-05
31 133 0 1.804134e+01 1.054983e-05
52 133 1 1.903901e+01 1.104340e-05
51 133 2 1.877328e+01 1.233446e-05
30 133 3 2.050133e+01 1.345711e-05
15 133 4 1.853885e+01 1.053396e-05
29 133 5 1.729182e+01 1.090580e-05
14 133 6 1.977895e+01 1.380044e-05
114 134 0 1.786089e+01 1.048086e-05
153 134 1 1.171683e+01 6.728521e-06
152 134 2 1.979995e+01 1.142096e-05
113 134 3 1.033264e+01 5.864655e-06
80 134 4 9.768870e+00 5.417304e-06
112 134 5 1.988119e+01 1.158793e-05
79 134 6 9.912676e+00 5.627791e-06
251 135 0 9.932670e+00 5.749913e-06
308 135 1 9.768211e+00 5.365633e-06
307 135 2 1.001657e+01 5.558287e-06
250 135 3 1.962911e+01 1.136976e-05
199 135 4 9.825644e+00 5.616725e-06
249 135 5 9.423530e+00 5.297800e-06
198 135 6 1.086869e+01 6.256325e-06
442 136 0 1.813233e+01 1.096875e-05
517 136 1 1.798760e+01 1.044034e-05
516 136 2 2.087380e+01 1.203028e-05
441 136 3 1.821367e+01 1.057465e-05
372 136 4 1.079041e+01 6.029920e-06
440 136 5 9.677932e+00 5.591974e-06
371 136 6 1.043878e+01 5.747850e-06
687 137 0 1.949873e+01 1.117914e-05
780 137 1 1.759193e+01 9.858856e-06
779 137 2 1.980786e+01 1.138406e-05
686 137 3 1.887105e+01 1.074091e-05
599 137 4 1.915810e+01 1.117250e-05
685 137 5 1.063326e+01 5.969008e-06
598 137 6 1.861150e+01 1.070768e-05
986 138 0 1.040006e+01 5.983798e-06
1097 138 1 1.777629e+01 1.075060e-05
1096 138 2 1.848276e+01 1.110230e-05
985 138 3 1.049849e+01 6.141676e-06
880 138 4 1.930544e+01 1.081071e-05
984 138 5 1.911509e+01 1.128896e-05
879 138 6 5.183932e+00 2.947202e-06
1339 139 0 1.033397e+01 6.302956e-06
1468 139 1 1.035273e+01 7.990608e-06
1467 139 2 1.847298e+01 1.363621e-05
1338 139 3 1.715291e+01 1.144950e-05
1215 139 4 1.095815e+01 6.380741e-06
1337 139 5 9.913384e+00 6.846853e-06
1214 139 6 1.025180e+01 6.246662e-06
1692 140 0 1.023059e+01 7.572470e-06
1773 140 1 9.751897e+00 6.864605e-06
1772 140 2 1.931995e+01 1.418311e-05
1691 140 3 9.921488e+00 8.645369e-06
1589 140 4 1.660996e+01 1.138978e-05
1690 140 5 1.046906e+01 9.982599e-06
1588 140 6 1.827603e+01 1.351451e-05
1738 141 0 8.696805e+00 5.138770e-06
1645 141 1 9.864061e+00 5.959613e-06
1646 141 2 1.063917e+01 6.479354e-06
1739 141 3 1.613233e+01 9.748985e-06
1806 141 4 1.371210e+01 8.335840e-06
1740 141 5 9.103023e+00 5.509305e-06
1807 141 6 7.797920e+00 4.713035e-06
1403 142 0 9.354338e+00 6.158418e-06
1277 142 1 9.746641e+00 6.196940e-06
1278 142 2 1.755837e+01 1.095029e-05
1404 142 3 1.630554e+01 1.047736e-05
1533 142 4 1.762962e+01 1.132104e-05
1405 142 5 1.680686e+01 1.025713e-05
1534 142 6 1.745319e+01 1.095048e-05
1041 143 0 1.943169e+01 1.212886e-05
933 143 1 1.873853e+01 1.164610e-05
934 143 2 1.962296e+01 1.238994e-05
1042 143 3 1.796418e+01 1.151586e-05
1156 143 4 1.886063e+01 1.213973e-05
1043 143 5 1.822111e+01 1.136410e-05
1157 143 6 1.962327e+01 1.228787e-05
733 144 0 9.989011e+00 7.078243e-06
643 144 1 2.022504e+01 1.418115e-05
644 144 2 1.038518e+01 8.641288e-06
734 144 3 1.797705e+01 1.389887e-05
830 144 4 1.168990e+01 7.536932e-06
735 144 5 1.904384e+01 1.339157e-05
831 144 6 1.861780e+01 1.190991e-05
479 145 0 2.055910e+01 1.439168e-05
407 145 1 1.718699e+01 1.038464e-05
408 145 2 1.675918e+01 1.041907e-05
480 145 3 1.729393e+01 1.091924e-05
558 145 4 1.926170e+01 1.385752e-05
481 145 5 1.859943e+01 1.328804e-05
559 145 6 9.987227e+00 8.086654e-06
279 146 0 1.708336e+01 1.008840e-05
225 146 1 1.858813e+01 1.132170e-05
226 146 2 1.900479e+01 1.147924e-05
280 146 3 1.730268e+01 1.061020e-05
340 146 4 1.842872e+01 1.228786e-05
281 146 5 1.821831e+01 1.098501e-05
341 146 6 1.823876e+01 1.112372e-05
133 147 0 2.041016e+01 1.218980e-05
97 147 1 1.979894e+01 1.176586e-05
135 147 2 1.902749e+01 1.131137e-05
134 147 3 1.843599e+01 1.044394e-05
176 147 4 1.830721e+01 1.130983e-05
178 147 5 1.919579e+01 1.134903e-05
177 147 6 1.897138e+01 1.173269e-05
41 148 0 1.041238e+01 6.090112e-06
42 148 1 1.988561e+01 1.225566e-05
68 148 2 1.160455e+01 6.779110e-06
67 148 3 4.880792e+00 2.831864e-06
66 148 4 1.060630e+01 6.163755e-06
99 148 5 1.841353e+01 1.077777e-05
98 148 6 1.781315e+01 1.053984e-05
10 149 0 1.943308e+01 1.237803e-05
11 149 1 1.731419e+01 1.040892e-05
25 149 2 1.721799e+01 1.089042e-05
24 149 3 1.781900e+01 1.088241e-05
23 149 4 1.732830e+01 1.083985e-05
44 149 5 1.863917e+01 1.134311e-05
43 149 6 1.812276e+01 1.132019e-05
13 150 0 1.805630e+01 1.217159e-05
28 150 1 1.774899e+01 1.234964e-05
48 150 2 1.807003e+01 1.105016e-05
27 150 3 1.697234e+01 1.000916e-05
12 150 4 9.797531e+00 5.654513e-06
47 150 5 1.681320e+01 1.037641e-05
26 150 6 1.041086e+01 6.472815e-06
78 151 0 1.062732e+01 6.345995e-06
111 151 1 1.059694e+01 6.174519e-06
110 151 2 1.678094e+01 9.770578e-06
77 151 3 1.677785e+01 1.015538e-05
50 151 4 1.009304e+01 6.426770e-06
76 151 5 9.336367e+00 5.785311e-06
49 151 6 1.130714e+01 6.869892e-06
197 152 0 1.045402e+01 6.097331e-06
248 152 1 1.870911e+01 1.081144e-05
247 152 2 9.509617e+00 5.475517e-06
196 152 3 9.765564e+00 5.630714e-06
151 152 4 1.015529e+01 5.729036e-06
195 152 5 9.949570e+00 5.764555e-06
150 152 6 9.956866e+00 5.757912e-06
370 153 0 1.756734e+01 1.005045e-05
439 153 1 1.055511e+01 6.179860e-06
438 153 2 1.772446e+01 1.073932e-05
369 153 3 1.801438e+01 1.075315e-05
306 153 4 1.755304e+01 1.034571e-05
368 153 5 1.082440e+01 6.632733e-06
305 153 6 1.031775e+01 6.193919e-06
597 154 0 1.074438e+01 6.067816e-06
684 154 1 1.875699e+01 1.116728e-05
683 154 2 1.830908e+01 1.256263e-05
596 154 3 1.691486e+01 1.041320e-05
515 154 4 1.148144e+01 6.718007e-06
595 154 5 1.015394e+01 9.174074e-06
514 154 6 1.087100e+01 6.981728e-06
878 155 0 1.136475e+01 6.734611e-06
983 155 1 1.958421e+01 1.196655e-05
982 155 2 1.909594e+01 1.235884e-05
877 155 3 2.053035e+01 1.278144e-05
778 155 4 1.974162e+01 1.159781e-05
876 155 5 1.860153e+01 1.168622e-05
777 155 6 2.000005e+01 1.219066e-05
1213 156 0 2.004453e+01 1.241219e-05
1336 156 1 2.098182e+01 1.457851e-05
1335 156 2 1.145730e+01 7.626107e-06
1212 156 3 1.831624e+01 1.148783e-05
1095 156 4 1.982030e+01 1.275245e-05
1211 156 5 1.589896e+01 9.661833e-06
1094 156 6 1.105520e+01 6.558947e-06
1587 157 0 1.041050e+01 7.287929e-06
1689 157 1 1.096613e+01 9.256894e-06
1688 157 2 1.769692e+01 1.168649e-05
1586 157 3 1.106012e+01 9.231042e-06
1466 157 4 1.910141e+01 1.367309e-05
1585 157 5 1.097429e+01 7.525581e-06
1465 157 6 1.054799e+01 7.579669e-06
1826 158 0 4.656233e+00 2.936324e-06
1850 158 1 1.436929e+01 8.634467e-06
1849 158 2 4.589204e+00 2.712268e-06
1825 158 3 1.733189e+01 1.157110e-05
1771 158 4 1.795599e+01 1.308283e-05
1824 158 5 1.023693e+01 6.720137e-06
1770 158 6 1.851913e+01 1.465083e-05
1535 159 0 1.692600e+01 1.035042e-05
1406 159 1 1.798423e+01 1.109240e-05
1407 159 2 1.664895e+01 1.015280e-05
1536 159 3 1.734954e+01 1.070316e-05
1647 159 4 1.586723e+01 9.750529e-06
1537 159 5 1.745596e+01 1.052761e-05
1648 159 6 1.672762e+01 1.024545e-05
1158 160 0 1.597019e+01 9.761913e-06
1044 160 1 1.016987e+01 6.187240e-06
1045 160 2 1.732439e+01 1.036478e-05
1159 160 3 1.656190e+01 1.008757e-05
1279 160 4 1.876741e+01 1.179146e-05
1160 160 5 9.860146e+00 6.115563e-06
1280 160 6 1.099703e+01 7.001962e-06
832 161 0 2.117388e+01 1.384212e-05
736 161 1 1.941175e+01 1.276461e-05
737 161 2 9.531080e+00 6.206044e-06
833 161 3 1.779591e+01 1.218200e-05
935 161 4 1.710588e+01 1.110789e-05
834 161 5 1.804474e+01 1.172119e-05
936 161 6 9.723422e+00 6.138227e-06
560 162 0 1.106852e+01 7.769494e-06
482 162 1 1.823437e+01 1.190674e-05
562 162 2 2.311607e+01 1.465719e-05
561 162 3 1.861764e+01 1.158040e-05
645 162 4 1.657935e+01 1.083722e-05
647 162 5 2.112941e+01 1.284373e-05
646 162 6 1.026077e+01 6.430530e-06
342 163 0 9.995178e+00 6.102849e-06
343 163 1 1.888745e+01 1.153910e-05
411 163 2 9.550351e+00 5.755993e-06
410 163 3 1.861829e+01 1.141086e-05
409 163 4 1.829736e+01 1.169243e-05
484 163 5 1.020967e+01 6.151105e-06
483 163 6 1.918419e+01 1.208284e-05
227 164 0 1.777272e+01 1.082963e-05
228 164 1 1.033592e+01 6.231521e-06
284 164 2 2.180067e+01 1.302826e-05
283 164 3 1.004223e+01 5.949973e-06
282 164 4 1.705319e+01 1.024855e-05
345 164 5 1.088863e+01 6.534142e-06
344 164 6 1.786015e+01 1.061305e-05
136 165 0 9.036599e+00 5.339593e-06
137 165 1 9.523665e+00 5.501259e-06
181 165 2 1.688107e+01 1.010527e-05
180 165 3 1.709654e+01 1.032301e-05
179 165 4 1.849427e+01 1.107396e-05
230 165 5 1.871588e+01 1.151733e-05
229 165 6 1.899629e+01 1.145465e-05
69 166 0 9.712350e+00 5.673257e-06
70 166 1 1.685297e+01 1.017670e-05
102 166 2 1.956958e+01 1.220515e-05
101 166 3 1.815452e+01 1.096595e-05
100 166 4 1.920163e+01 1.142784e-05
139 166 5 1.009362e+01 6.326003e-06
138 166 6 1.066933e+01 6.440082e-06
46 167 0 1.966603e+01 1.208241e-05
73 167 1 1.730216e+01 1.052367e-05
105 167 2 9.801983e+00 5.847264e-06
72 167 3 9.964227e+00 5.921663e-06
45 167 4 1.736261e+01 1.048674e-05
104 167 5 1.649955e+01 9.860309e-06
71 167 6 1.789774e+01 1.089782e-05
75 168 0 1.000474e+01 6.529706e-06
108 168 1 1.875136e+01 1.130883e-05
146 168 2 1.831497e+01 1.093877e-05
107 168 3 1.900783e+01 1.155355e-05
74 168 4 1.048024e+01 6.472631e-06
145 168 5 1.019403e+01 6.298808e-06
106 168 6 1.783871e+01 1.095729e-05
149 169 0 1.950891e+01 1.166966e-05
194 169 1 1.955982e+01 1.144393e-05
193 169 2 1.961075e+01 1.150022e-05
148 169 3 1.791466e+01 1.049615e-05
109 169 4 1.117474e+01 6.463564e-06
192 169 5 1.873041e+01 1.090062e-05
147 169 6 1.114285e+01 6.545761e-06
304 170 0 1.894510e+01 1.144459e-05
367 170 1 1.834178e+01 1.132290e-05
366 170 2 1.735918e+01 1.020245e-05
303 170 3 1.977344e+01 1.186318e-05
246 170 4 1.766735e+01 1.037296e-05
302 170 5 1.928263e+01 1.124085e-05
245 170 6 1.772294e+01 1.040033e-05
513 171 0 1.015937e+01 6.107929e-06
594 171 1 1.051690e+01 6.693611e-06
593 171 2 9.853281e+00 5.804520e-06
512 171 3 1.732968e+01 1.005833e-05
437 171 4 1.008154e+01 6.004708e-06
511 171 5 1.077337e+01 6.333148e-06
436 171 6 1.030920e+01 6.096769e-06
776 172 0 1.789999e+01 1.092783e-05
875 172 1 1.058581e+01 6.150191e-06
874 172 2 9.437419e+00 5.696380e-06
775 172 3 1.940592e+01 1.193608e-05
682 172 4 9.704792e+00 6.606144e-06
774 172 5 1.034468e+01 6.038150e-06
681 172 6 9.411421e+00 5.655451e-06
1093 173 0 1.068979e+01 6.442198e-06
1210 173 1 1.096557e+01 6.794569e-06
1209 173 2 1.035847e+01 6.347151e-06
1092 173 3 1.722390e+01 1.070222e-05
981 173 4 1.078928e+01 6.922048e-06
1091 173 5 1.064244e+01 6.477027e-06
980 173 6 1.903130e+01 1.217326e-05
1464 174 0 1.961816e+01 1.307675e-05
1584 174 1 1.130918e+01 9.459543e-06
1583 174 2 9.772719e+00 7.415636e-06
1463 174 3 1.046775e+01 8.028457e-06
1334 174 4 1.050169e+01 6.800690e-06
1462 174 5 1.092020e+01 9.884394e-06
1333 174 6 1.962948e+01 1.469108e-05
1769 175 0 1.755733e+01 1.284093e-05
1823 175 1 1.960088e+01 1.299692e-05
1822 175 2 1.749462e+01 1.168576e-05
1768 175 3 1.879552e+01 1.439073e-05
1687 175 4 1.806083e+01 1.274731e-05
1767 175 5 1.080837e+01 8.382756e-06
1686 175 6 1.030703e+01 8.341843e-06
1281 176 0 1.649064e+01 1.017329e-05
1161 176 1 1.692249e+01 1.023286e-05
1283 176 2 1.712294e+01 1.061638e-05
1282 176 3 1.013210e+01 6.147726e-06
1408 176 4 1.846743e+01 1.128932e-05
1410 176 5 1.877748e+01 1.140106e-05
1409 176 6 1.720128e+01 1.042200e-05
